mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	staff_text	tempo	qpm	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
55	55	435/2	435/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	1143										
55	55	218	218	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	1144										
55	55	219	219	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	1145										
55	55	216	216	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	1146										
55	55	433/2	433/2	0.25	1/8	1/8	Chord	4/4	5	1	1/16	1/16	1	1147										
55	55	867/4	867/4	0.25	3/16	3/16	Chord	4/4	5	1	1/16	1/16	1	1148										
55	55	217	217	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	1149										
55	55	435/2	435/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	1150										
55	55	218	218	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	1151										
55	55	219	219	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1152										
56	56	223	223	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1153	pas									
56	56	221	221	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	1154	Pas-									
56	56	223	223	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1155	-sw									
56	56	220	220	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	1156	Pon-									
56	56	443/2	443/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	1157	-ti-									
56	56	222	222	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	1158	-o									
56	56	223	223	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1159	Pi-									
56	56	220	220	1.5	0	0	Chord	4/4	5	1	3/8	1/4	3/2	1160										
56	56	443/2	443/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	1161										
56	56	222	222	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	1162										
56	56	223	223	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1163										
57	57	224	224	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1164										
57	57	225	225	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1165										
57	57	451/2	451/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1166										
57	57	226	226	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1167										
57	57	453/2	453/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1168										
57	57	227	227	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1169										
57	57	455/2	455/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1170										
57	57	224	224	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1171	et									
57	57	225	225	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1172	se-									
57	57	226	226	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1173	-pul-									
57	57	227	227	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1174										
57	57	224	224	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	1175	-la-									
57	57	449/2	449/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	1176										
57	57	225	225	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	1177										
57	57	227	227	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1178	-to									
57	57	224	224	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	1179										
57	57	449/2	449/2	0.5	1/8	1/8	Chord	4/4	5	1	1/8	1/8	1	1180										
57	57	225	225	2.0	1/4	1/4	Chord	4/4	5	1	1/2	1/2	1	1181										
57	57	227	227	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1182										
58	58	228	228	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1183										
58	58	457/2	457/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1184										
58	58	229	229	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1185										
58	58	459/2	459/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	1186										
58	58	919/4	919/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1187										
58	58	230	230	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1188										
58	58	461/2	461/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1189										
58	58	231	231	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1190										
58	58	463/2	463/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	1191										
58	58	927/4	927/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1192										
58	58	228	228	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1193										
58	58	229	229	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1194	-tus,									
58	58	230	230	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1195	pas-									
58	58	228	228	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1196	pas-									
58	58	229	229	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	1197										
58	58	231	231	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1198										
58	58	231	231	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	1199										
58	58	228	228	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	1200										
58	58	229	229	2.0	1/4	1/4	Chord	4/4	5	1	1/2	1/2	1	1201										
58	58	231	231	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1202										
59	59	232	232	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1203										
59	59	465/2	465/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1204										
59	59	233	233	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1205										
59	59	234	234	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	1206										
59	59	471/2	471/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1207	sus,									
59	59	232	232	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1208	---									
59	59	233	233	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1209										
59	59	234	234	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1210										
59	59	469/2	469/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1211										
59	59	235	235	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1212										
59	59	471/2	471/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1213										
59	59	232	232	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1214										
59	59	233	233	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	1215										
59	59	235	235	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1216										
59	59	232	232	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1217										
59	59	233	233	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1218	sw,									
59	59	234	234	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	1219	pas-									
59	59	235	235	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	1220										
59	59	232	232	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	1221										
59	59	233	233	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	1222										
59	59	234	234	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	1223										
59	59	235	235	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1224										
60	60	236	236	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1225	pas-									
60	60	237	237	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1226	-sw									
60	60	238	238	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1227	et-									
60	60	236	236	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1228										
60	60	237	237	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1229										
60	60	238	238	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1230										
60	60	477/2	477/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1231	---									
60	60	239	239	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1232										
60	60	236	236	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1233										
60	60	237	237	1.5	1/4	1/4	Chord	4/4	3	1	3/8	1/4	3/2	1234										
60	60	477/2	477/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	1235	-sus									
60	60	239	239	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	1236	et									
60	60	479/2	479/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	1237	se-									
60	60	236	236	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1238										
60	60	237	237	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1239										
60	60	238	238	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	1240										
60	60	479/2	479/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	1241	-sus									
60	60	236	236	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	1242										
60	60	237	237	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	1243										
60	60	238	238	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1244										
61	61	240	240	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1245										
61	61	241	241	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1246	-se-									
61	61	242	242	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	1247	-pul-									
61	61	487/2	487/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1248	-tus									
61	61	240	240	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1249										
61	61	481/2	481/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1250	-sw									
61	61	241	241	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1251	et									
61	61	483/2	483/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1252	se-									
61	61	242	242	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	1253	-pul-									
61	61	487/2	487/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1254	-tus									
61	61	240	240	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1255	-pul-									18
61	61	241	241	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	1256										
61	61	243	243	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1257	-tw									
61	61	240	240	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1258	et									
61	61	241	241	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1259	se-									
61	61	242	242	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	1260	-pul-									
61	61	487/2	487/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	1261	-tus									
61	61	240	240	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	1262										
61	61	241	241	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	1263										
61	61	242	242	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1264										
62	62	244	244	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1265	est,									
62	62	489/2	489/2	0.0	1/8	1/8	Dynamic	4/4	1	1	0					p								
62	62	489/2	489/2	0.0	1/8	1/8	Tempo	4/4	1	1	0							Adagio	71.0	1.0				
62	62	489/2	489/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	1266	et									
62	62	491/2	491/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1267	se-									
62	62	246	246	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1268	-pul-									
62	62	244	244	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1269	est,									
62	62	245	245	0.0	1/4	1/4	Dynamic	4/4	2	1	0					p								
62	62	245	245	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	1270	se-									
62	62	247	247	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1271	-pul-									
62	62	244	244	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1272	est,									
62	62	245	245	0.0	1/4	1/4	Dynamic	4/4	3	1	0					p								
62	62	245	245	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	1273	se-									
62	62	246	246	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	1274	-pul-									
62	62	244	244	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1275	est,									
62	62	245	245	0.0	1/4	1/4	Dynamic	4/4	4	1	0					p								
62	62	245	245	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1276	se-									
62	62	246	246	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	1277	-pul-									
62	62	495/2	495/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	1278	-tus									
62	62	244	244	4.0	0	0	Chord	4/4	5	1	1	1	1	1279										
63	63	248	248	0.0	0	0	Dynamic	4/4	1	1	0					pp								
63	63	248	248	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1280										
63	63	249	249	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1281	-tus									19
63	63	499/2	499/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1282										
63	63	250	250	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1283	est.									
63	63	248	248	0.0	0	0	Dynamic	4/4	2	1	0					pp								
63	63	248	248	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1284	-tus									20
63	63	497/2	497/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1285										
63	63	249	249	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	1286	est.									
63	63	248	248	0.0	0	0	Dynamic	4/4	3	1	0					pp								
63	63	248	248	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1287										
63	63	249	249	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	1288	-tus									
63	63	250	250	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	1289	est.									
63	63	248	248	0.0	0	0	Dynamic	4/4	4	1	0					pp								
63	63	248	248	4.0	0	0	Chord	4/4	4	1	1	1	1	1290	est.									
63	63	248	248	0.0	0	0	Dynamic	4/4	5	1	0					p								
63	63	248	248	0.0	0	0	Dynamic	4/4	5	1	0					pp								
63	63	248	248	4.0	0	0	Chord	4/4	5	1	1	1	1	1291										
